Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.AnalysisServices,locations/operationstatuses,Microsoft.AnalysisServices/locations/operationstatuses/read,Read operation statuses,Retrieves the information of the specified operation status.,false
Microsoft.AnalysisServices,operations,Microsoft.AnalysisServices/operations/read,Read operations,Retrieves the information of operations,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/read,Read Analysis Server,Retrieves the information of the specified Analysis Server.,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/write,Create/Update Analysis Server,Creates or updates the specified Analysis Server.,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/delete,Delete the Analysis Server,Deletes the Analysis Server.,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/suspend/action,Suspend the Analysis Server.,Suspends the Analysis Server.,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/resume/action,Resume the Analysis Server.,Resumes the Analysis Server.,false
Microsoft.AnalysisServices,servers,Microsoft.AnalysisServices/servers/listGatewayStatus/action,List the status of the gateway associated with the server,List the status of the gateway associated with the server.,false
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for Analysis Server,false
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for Analysis Server,false
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/logDefinitions,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/logDefinitions/read,Read Analysis Server log definitions,Gets the available logs for servers,false
Microsoft.AnalysisServices,servers/providers/Microsoft.Insights/metricDefinitions,Microsoft.AnalysisServices/servers/providers/Microsoft.Insights/metricDefinitions/read,Read Microsoft Analysis Service metrics,Gets the available metrics for Analysis Server,false
Microsoft.AnalysisServices,servers/skus,Microsoft.AnalysisServices/servers/skus/read,Read available SKU information for the server,Retrieve available SKU information for the server,false
Microsoft.AnalysisServices,skus,Microsoft.AnalysisServices/skus/read,Read SKU information,Retrieves the information of Skus,false
Microsoft.ApiManagement,,Microsoft.ApiManagement/register/action,Register Microsoft.ApiManagement resource provider,Register subscription for Microsoft.ApiManagement resource provider,false
Microsoft.ApiManagement,,Microsoft.ApiManagement/unregister/action,Un-register Microsoft.ApiManagement resource provider,Un-register subscription for Microsoft.ApiManagement resource provider,false
Microsoft.ApiManagement,operations,Microsoft.ApiManagement/operations/read,Read all API operations available for API Management,Read all API operations available for Microsoft.ApiManagement resource,false
Microsoft.ApiManagement,reports,Microsoft.ApiManagement/reports/read,Get reports,"Get reports aggregated by time periods, geographical region, developers, products, APIs, operations, subscription and byRequest.",false
Microsoft.ApiManagement,checkNameAvailability,Microsoft.ApiManagement/checkNameAvailability/read,Check Name Availability,Checks if provided service name is available,false
Microsoft.ApiManagement,deletedservices,Microsoft.ApiManagement/deletedservices/read,Get deleted API Management Services,Get deleted API Management Services which can be restored within the soft-delete period,false
Microsoft.ApiManagement,locations/deletedservices,Microsoft.ApiManagement/locations/deletedservices/delete,Purge API Management Service,Delete API Management Service without the option to restore it,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/write,Create or Update API Management Service instance,Create or Update API Management Service instance,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/read,Read metadata for an API Management Service instance,Read metadata for an API Management Service instance,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/delete,Delete API Management Service instance,Delete API Management Service instance,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/updatehostname/action,Update domain names,"Setup, update or remove custom domain names for an API Management Service",false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/updatecertificate/action,Upload SSL certificate,Upload SSL certificate for an API Management Service,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/backup/action,Backup API Management Service,Backup API Management Service to the specified container in a user provided storage account,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/restore/action,Restore API Management Service,Restore API Management Service from the specified container in a user provided storage account,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/managedeployments/action,Manage Service Deployments,"Change SKU/units, add/remove regional deployments of API Management Service",false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/getssotoken/action,Get SSO token,Gets SSO token that can be used to login into API Management Service Legacy portal as an administrator,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/applynetworkconfigurationupdates/action,Apply Network Configuration Updates,Updates the Microsoft.ApiManagement resources running in Virtual Network to pick updated Network Settings.,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/users/action,Register new user,Register a new user,false
Microsoft.ApiManagement,service,Microsoft.ApiManagement/service/notifications/action,Send notification,Sends notification to a specified user,false
Microsoft.ApiManagement,service/eventGridFilters,Microsoft.ApiManagement/service/eventGridFilters/write,Set Event Grid Filters,Set Event Grid Filters,false
Microsoft.ApiManagement,service/eventGridFilters,Microsoft.ApiManagement/service/eventGridFilters/delete,Delete Event Grid Filters,Delete Event Grid Filters,false
Microsoft.ApiManagement,service/eventGridFilters,Microsoft.ApiManagement/service/eventGridFilters/read,Get Event Grid Filter,Get Event Grid Filter,false
Microsoft.ApiManagement,service/privateEndpointConnectionProxies,Microsoft.ApiManagement/service/privateEndpointConnectionProxies/read,Get Private Endpoint Connection Proxy,Get Private Endpoint Connection Proxy,false
Microsoft.ApiManagement,service/privateEndpointConnectionProxies,Microsoft.ApiManagement/service/privateEndpointConnectionProxies/write,Create private endpoint connection proxy,Create the private endpoint connection proxy,false
Microsoft.ApiManagement,service/privateEndpointConnectionProxies,Microsoft.ApiManagement/service/privateEndpointConnectionProxies/delete,Delete private endpoint connection proxy,Delete the private endpoint connection proxy,false
Microsoft.ApiManagement,service/privateEndpointConnectionProxies,Microsoft.ApiManagement/service/privateEndpointConnectionProxies/validate/action,Validate private endpoint connection proxy,Validate the private endpoint connection proxy,false
Microsoft.ApiManagement,service/privateEndpointConnectionProxies/operationresults,Microsoft.ApiManagement/service/privateEndpointConnectionProxies/operationresults/read,Api Management private endpoint operation results (read),View the result of private endpoint connection operations in the management portal,false
Microsoft.ApiManagement,service/privateEndpointConnections,Microsoft.ApiManagement/service/privateEndpointConnections/read,Get Private Endpoint Connections by Name,Get Private Endpoint Connections,false
Microsoft.ApiManagement,service/privateEndpointConnections,Microsoft.ApiManagement/service/privateEndpointConnections/write,Approve Or Reject Private Endpoint Connections by Name,Approve Or Reject Private Endpoint Connections,false
Microsoft.ApiManagement,service/privateEndpointConnections,Microsoft.ApiManagement/service/privateEndpointConnections/delete,Delete Private Endpoint Connections by Name,Delete Private Endpoint Connections,false
Microsoft.ApiManagement,service/privateLinkResources,Microsoft.ApiManagement/service/privateLinkResources/read,Get Private Link Group Resources,Get Private Link Group resources,false
Microsoft.ApiManagement,service/tenants/apis/products,Microsoft.ApiManagement/service/tenants/apis/products/read,Get products associated with the API,"Lists all Products, which the API is part of.",false
Microsoft.ApiManagement,service/tenants/apis/diagnostics,Microsoft.ApiManagement/service/tenants/apis/diagnostics/read,Get diagnostics list or Get diagnostic details,Lists all diagnostics of an API. or Gets the details of the Diagnostic for an API specified by its identifier.,false
Microsoft.ApiManagement,service/tenants/apis/diagnostics,Microsoft.ApiManagement/service/tenants/apis/diagnostics/write,Add diagnostic or Update diagnostic,Creates a new Diagnostic for an API or updates an existing one. or Updates the details of the Diagnostic for an API specified by its identifier.,false
Microsoft.ApiManagement,service/tenants/apis/diagnostics,Microsoft.ApiManagement/service/tenants/apis/diagnostics/delete,Remove diagnostic,Deletes the specified Diagnostic from an API.,false
Microsoft.ApiManagement,service/tenants/apis/operations,Microsoft.ApiManagement/service/tenants/apis/operations/read,Get API operations or Get API operation details,Lists a collection of the operations for the specified API. or Gets the details of the API Operation specified by its identifier.,false
Microsoft.ApiManagement,service/tenants/apis/operations,Microsoft.ApiManagement/service/tenants/apis/operations/write,Create API operation or Update API operation,Creates a new operation in the API or updates an existing one. or Updates the details of the operation in the API specified by its identifier.,false
Microsoft.ApiManagement,service/tenants/apis/operations,Microsoft.ApiManagement/service/tenants/apis/operations/delete,Remove API operation,Deletes the specified operation in the API.,false
Microsoft.ApiManagement,service/tenants/apis/operations/policies,Microsoft.ApiManagement/service/tenants/apis/operations/policies/read,Get API Operation policies or Get API operation policy configuration,Get the list of policy configuration at the API Operation level. or Get the policy configuration at the API Operation level.,false
Microsoft.ApiManagement,service/tenants/apis/operations/policies,Microsoft.ApiManagement/service/tenants/apis/operations/policies/write,Set API operation policy configuration,Creates or updates policy configuration for the API Operation level.,false
Microsoft.ApiManagement,service/tenants/apis/operations/policies,Microsoft.ApiManagement/service/tenants/apis/operations/policies/delete,Remove API Operation policy configuration from policies,Deletes the policy configuration at the Api Operation.,false
